ID (do not edit),Content type,Element type,Source language (PL),Target language (DE)
"{""contentId"":""c699d4e6-38f9-4e8e-98e3-e45e6e1e2dd2"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""></div><div class=""item item-6""><h2>Finger scooter TAILWHIP®️- Nowa wersja kultowej hulajnogi palcowej – teraz w eleganckim zielonym kolorze i z kierownicą typu Y-bar!</h2><p>Odkryj niezwykłą serię Fingerscooter TAILWHIP®️, zaprojektowaną przez naszą markę z pasją i dbałością o detale. To coś więcej niż zabawka – to sposób na aktywną i kreatywną zabawę, który rozwija Twoje umiejętności i wyobraźnię.</p><p><b>Dlaczego warto wybrać Fingerscooter TAILWHIP®?</b></p><p>✨Szeroki deck typu PRO - idealny do tricków i większej stabilności</p><p>✨Wykonana w całości z metalu – solidna i trwała konstrukcja</p><p><b>✏️</b>Wreszcie solidny metalowy widelec</p><p>✨ Optymalny Rozmiar Kierownicy</p><p>✨ Gumowe gripy – komfort i kontrola</p><p>✨ Kierownica typu Y-bar – sportowy wygląd i lepszy chwyt</p><p>✨Realistyczny design – wygląda jak prawdziwa hulajnoga w miniaturze</p><p>✨ Niezwykłe kolory</p><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>PROFESJONALNY FINGERSCOOTER TAILWHIP®️ </b>jest limitowana edycja serii Pro, z bardzo popularnym riderem Finger Hustler, profesjonalna zabawkowa frajda. Nasze mini skutery są lepsze do wystawienia. Odpowiednie zarówno dla dorosłych, jak i dzieci, mogą być rozmontowane na części i ponownie złożyć.</p><p>✔️Własny, unikalny design – tworzymy kolekcjonerskie modele, które zachwycą każdego młodego ridera.</p><p>✔️Rozwój zdolności manualnych: mini hulajnoga rozwija koordynację ruchową i precyzję dłoni, co wspiera rozwój motoryki małej.</p><p>✔️ Koniec z nudą przy ekranach: Nasze produkty zachęcają do aktywnej zabawy i odkrywania świata trików – bez smartfonów i gadżetów.</p><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>✏️</b>Aby zapewnić maksymalną płynność ruchów i przygotować hulajnogę do wykonywania trików:</p><ol><li><b>Nasmaruj widełkę niewielką ilością oleju</b>&nbsp;– to pomoże w płynniejszym wykonywaniu obrotów i manewrów.</li><li>Równomiernie przyklej griptape&nbsp;na dekę, aby zapewnić idealną przyczepność.</li><li>Sprawdź dokręcenie wszystkich elementów&nbsp;za pomocą dołączonego klucza-śrubokręta.</li></ol><p><b>Co znajdziesz w zestawie?</b></p><ul><li>Fingerscooter</li><li>Miękki griptape do samodzielnego przyklejenia</li><li>Uniwersalny klucz-śrubokręt</li></ul><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dla kogo jest Fingerscooter?</b></p><ul><li><b>Dla dzieci od 6 roku życia</b></li><li>Początkujący i zaawansowani riderzy</li><li>Miłośnicy fingerboardów, finger BMX i aktywnej zabawy</li></ul><p><b>Dane techniczne:</b></p><ul><li>Materiał: solidny stop metalu</li><li>wymiary mini hulajnogi na palce:&nbsp; 8 x 7 cm</li><li>wymiary opakowania: 18 x 13,5 x 3 cm</li><li>kolor: zielony</li></ul><p><b>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dlaczego warto zaufać TAILWHIP®️?</b></p><ul><li>Certyfikowana jakość&nbsp;– wszystkie nasze produkty spełniają wymagania bezpieczeństwa, a informacje o jakości znajdziesz na opakowaniu.</li><li>Kreatywna społeczność&nbsp;– baw się, rozwijaj umiejętności i twórz niezapomniane chwile z TAILWHIP<b>®️</b></li></ul></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>","<div class=""item item-6""></div><div class=""item item-6""><h2>Finger scooter TAILWHIP®️- Neue Version des kultigen Fingerscooters – jetzt in elegantem Grün und mit Y-Bar-Lenker!</h2><p>Entdecken Sie die außergewöhnliche Fingerscooter-Serie TAILWHIP®️, entworfen von unserer Marke mit Leidenschaft und Liebe zum Detail. Es ist mehr als nur ein Spielzeug – es ist eine Möglichkeit für aktives und kreatives Spielen, das Ihre Fähigkeiten und Vorstellungskraft entwickelt.</p><p>Warum sollten Sie sich für den Fingerscooter TAILWHIP® entscheiden?</p><p>✨Breites PRO-Deck - ideal für Tricks und mehr Stabilität</p><p>✨Vollständig aus Metall gefertigt – robuste und langlebige Konstruktion</p><p>✏️Endlich eine solide Metallgabel</p><p>✨ Optimale Lenkergröße</p><p>✨ Gummigriffe – Komfort und Kontrolle</p><p>✨ Y-Bar-Lenker – sportliches Aussehen und besserer Halt</p><p>✨Realistisches Design – sieht aus wie ein echter Scooter in Miniatur</p><p>✨ Außergewöhnliche Farben</p><p>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</p></div><div class=""item item-6""></div><div class=""item item-6""><p>PROFESSIONELLER FINGERSCOOTER TAILWHIP®️ ist eine limitierte Auflage der Pro-Serie, mit dem sehr beliebten Fahrer Finger Hustler, professioneller Spielzeugspaß. Unsere Mini-Scooter sind besser zum Ausstellen geeignet. Geeignet sowohl für Erwachsene als auch für Kinder, können sie in Teile zerlegt und wieder zusammengebaut werden.</p><p>✔️Eigenes, einzigartiges Design – wir kreieren Sammlermodelle, die jeden jungen Fahrer begeistern werden.</p><p>✔️Entwicklung manueller Fähigkeiten: Der Mini-Scooter entwickelt die Bewegungskoordination und Handpräzision, was die Feinmotorik fördert.</p><p>✔️ Schluss mit Langeweile vor Bildschirmen: Unsere Produkte ermutigen zu aktivem Spielen und zur Entdeckung der Welt der Tricks – ohne Smartphones und Gadgets.</p><p>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</p></div><div class=""item item-6""></div><div class=""item item-6""><p>✏️Um maximale Bewegungsflüssigkeit zu gewährleisten und den Scooter für Tricks vorzubereiten:</p><ol>Schmieren Sie die Gabel mit einer kleinen Menge Öl – das hilft bei flüssigeren Drehungen und Manövern. Kleben Sie das Griptape gleichmäßig auf das Deck, um perfekten Halt zu gewährleisten. Überprüfen Sie das Anziehen aller Teile mit dem mitgelieferten Schlüssel-Schraubendreher.</ol><p>Was finden Sie im Set?</p><ul>Fingerscooter Weiches Griptape zum Selbstaufkleben Universalschlüssel-Schraubendreher</ul><p>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</p></div><div class=""item item-6""></div><div class=""item item-6""><p>Für wen ist der Fingerscooter?</p><ul>Für Kinder ab 6 Jahren Anfänger und fortgeschrittene Fahrer Liebhaber von Fingerboards, Finger-BMX und aktivem Spiel</ul><p>Technische Daten:</p><ul>Material: robuster MetalllegierungAbmessungen des Mini-Fingerscooters: 8 x 7 cmVerpackungsmaße: 18 x 13,5 x 3 cmFarbe: grün</ul><p>▶️https://www.youtube.com/shorts/ammt0Z4Z-Jk</p></div><div class=""item item-6""></div><div class=""item item-6""><p>Warum sollten Sie TAILWHIP®️ vertrauen?</p><ul>Zertifizierte Qualität – alle unsere Produkte erfüllen die Sicherheitsanforderungen, und Informationen zur Qualität finden Sie auf der Verpackung. Kreative Gemeinschaft – spielen Sie, entwickeln Sie Fähigkeiten und schaffen Sie unvergessliche Momente mit TAILWHIP®️</ul></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>"
"{""contentId"":""db842e3a-f8ba-4628-9e91-b7ca5f432103"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Sportowy Kask Ochronny TAILWHIP, Pomarańczowy, M","Der Text auf Polnisch lautet: ""Sportowy Kask Ochronny TAILWHIP, Pomarańczowy, M"".

Die Übersetzung auf Deutsch wäre: ""Sportlicher Schutzhelm TAILWHIP, Orange, M""."
"{""contentId"":""db842e3a-f8ba-4628-9e91-b7ca5f432103"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""></div><div class=""item item-6""><p><b>Uniwersalny kask sportowy TAIL WHIP</b> zapewnia niezawodną ochronę głowy przed upadkami i uderzeniami. Wytrzymały i lekki materiał zapewnia maksymalną ochronę przy minimalnej wadze, co jest szczególnie istotne przy długotrwałym i intensywnym użytkowaniu kasku.</p><p><b>Wykonany z:</b></p><ul><li>wytrzymałego plastiku ABS</li><li>EPS (spieniony polistyren).<p>Lekki, z przemyślaną aerodynamiką.</p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""><ul><li>Wyposażony w otwory wentylacyjne</li><li>Regulowany rozmiar i pewne zapięcie dzięki blokadzie</li><li>Do dopasowania kasku rowerowego użyj pokrętła regulacyjnego umieszczonego na tylnej części kasku</li><li>Pas z blokadą pozwala na dokładne dopasowanie i wygodne założenie kasku.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div>","<div class=""item item-6""></div><div class=""item item-6""><p>Der universelle Sporthelm TAIL WHIP bietet zuverlässigen Schutz des Kopfes vor Stürzen und Schlägen. Das strapazierfähige und leichte Material bietet maximalen Schutz bei minimalem Gewicht, was besonders bei langem und intensivem Gebrauch des Helms wichtig ist.</p><p>Hergestellt aus:</p><ul>strapazierfähigem ABS-KunststoffEPS (expandiertes Polystyrol). Leicht, mit durchdachter Aerodynamik.</ul></div><div class=""item item-6""></div><div class=""item item-6""><ul>Ausgestattet mit BelüftungsöffnungenEinstellbare Größe und sicherer Verschluss dank der SperreVerwenden Sie das Einstellrad auf der Rückseite des Helms, um den Fahrradhelm anzupassenDer Gurt mit Sperre ermöglicht eine genaue Anpassung und ein bequemes Aufsetzen des Helms.
```</ul></div><div class=""item item-6""></div><div class=""item item-6""></div>"
"{""contentId"":""c9f1d790-d896-460e-8287-4f357eab4370"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Fingerscooter TAILWHIP Metalowy, Hulajnoga na Palce, Szeroki Pro Deck, red","Fingerscooter TAILWHIP Metall, Fingerscooter, Breites Pro Deck, rot"
"{""contentId"":""c9f1d790-d896-460e-8287-4f357eab4370"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-6""></div><div class=""item item-6""><h2>Finger scooter TAILWHIP®️- Twój Nowy Ulubiony Mini Scooter (kolor - czerwony)!</h2><p>Odkryj niezwykłą serię Fingerscooter TAILWHIP®️, zaprojektowaną przez naszą markę z pasją i dbałością o detale. To coś więcej niż zabawka – to sposób na aktywną i kreatywną zabawę, który rozwija Twoje umiejętności i wyobraźnię.</p><p><b>Dlaczego warto wybrać Fingerscooter TAILWHIP®?</b></p><p>✨Profesjonalna Szeroka Platforma</p><p><b>✏️</b>Wreszcie solidny metalowy widelec</p><p>✨ Optymalny Rozmiar Kierownicy</p><p>✨ Miękki i Przyczepny Griptape</p><p>✨ Niezwykłe Metaliczne Kolory</p><p><b>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>PROFESJONALNY FINGERSCOOTER TAILWHIP®️ </b>jest limitowana edycja serii Pro, z bardzo popularnym riderem Finger Hustler, profesjonalna zabawkowa frajda. Nasze mini skutery są lepsze do wystawienia. Odpowiednie zarówno dla dorosłych, jak i dzieci, mogą być rozmontowane na części i ponownie złożyć.</p><p>✔️Własny, unikalny design – tworzymy kolekcjonerskie modele, które zachwycą każdego młodego ridera.</p><p>✔️Rozwój zdolności manualnych: mini hulajnoga rozwija koordynację ruchową i precyzję dłoni, co wspiera rozwój motoryki małej.</p><p>✔️ Koniec z nudą przy ekranach: Nasze produkty zachęcają do aktywnej zabawy i odkrywania świata trików – bez smartfonów i gadżetów.</p><p><b>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>✏️</b>Aby zapewnić maksymalną płynność ruchów i przygotować hulajnogę do wykonywania trików:</p><ol><li><b>Nasmaruj widełkę niewielką ilością oleju</b>&nbsp;– to pomoże w płynniejszym wykonywaniu obrotów i manewrów.</li><li>Równomiernie przyklej griptape&nbsp;na dekę, aby zapewnić idealną przyczepność.</li><li>Sprawdź dokręcenie wszystkich elementów&nbsp;za pomocą dołączonego klucza-śrubokręta.</li></ol><p><b>Co znajdziesz w zestawie?</b></p><ul><li>Fingerscooter</li><li>Miękki griptape do samodzielnego przyklejenia</li><li>Uniwersalny klucz-śrubokręt</li></ul><p><b>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dla kogo jest Fingerscooter?</b></p><ul><li><b>Dla dzieci od 6 roku życia</b></li><li>Początkujący i zaawansowani riderzy</li><li>Miłośnicy fingerboardów, finger BMX i aktywnej zabawy</li></ul><p><b>Dane techniczne:</b></p><ul><li>Materiał: solidny stop metalu</li><li>wymiary mini hulajnogi na palce:&nbsp; 8 x 7 cm</li><li>wymiary opakowania: 18 x 13,5 x 3 cm</li><li>kolor: czerwony metalik</li></ul><p><b>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dlaczego warto zaufać TAILWHIP®️?</b></p><ul><li>Certyfikowana jakość&nbsp;– wszystkie nasze produkty spełniają wymagania bezpieczeństwa, a informacje o jakości znajdziesz na opakowaniu.</li><li>Kreatywna społeczność&nbsp;– baw się, rozwijaj umiejętności i twórz niezapomniane chwile z TAILWHIP<b>®️</b></li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>","<div class=""item item-6""></div><div class=""item item-6""><h2>Finger scooter TAILWHIP®️- Dein Neuer Lieblings-Mini-Scooter (Farbe - rot)!</h2><p>Entdecken Sie die außergewöhnliche Fingerscooter-Serie TAILWHIP®️, entworfen von unserer Marke mit Leidenschaft und Liebe zum Detail. Es ist mehr als nur ein Spielzeug – es ist eine Möglichkeit für aktives und kreatives Spielen, das Ihre Fähigkeiten und Vorstellungskraft entwickelt.</p><p>Warum sollten Sie sich für den Fingerscooter TAILWHIP® entscheiden?</p><p>✨ Professionelle Breite Plattform</p><p>✏️Endlich eine solide Metallgabel</p><p>✨ Optimale Lenkergröße</p><p>✨ Weiches und Haftendes Griptape</p><p>✨ Außergewöhnliche Metallische Farben</p><p>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</p></div><div class=""item item-6""></div><div class=""item item-6""><p>PROFESSIONELLER FINGERSCOOTER TAILWHIP®️ ist eine limitierte Auflage der Pro-Serie, mit dem sehr beliebten Fahrer Finger Hustler, professioneller Spielzeugspaß. Unsere Mini-Scooter sind besser zum Ausstellen geeignet. Geeignet sowohl für Erwachsene als auch für Kinder, können sie in Teile zerlegt und wieder zusammengebaut werden.</p><p>✔️Eigenes, einzigartiges Design – wir kreieren Sammlermodelle, die jeden jungen Fahrer begeistern werden.</p><p>✔️Entwicklung manueller Fähigkeiten: Der Mini-Scooter entwickelt die Bewegungskoordination und Handpräzision, was die Feinmotorik fördert.</p><p>✔️ Schluss mit Langeweile vor Bildschirmen: Unsere Produkte ermutigen zu aktivem Spielen und zur Entdeckung der Welt der Tricks – ohne Smartphones und Gadgets.</p><p>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</p></div><div class=""item item-6""></div><div class=""item item-6""><p>✏️Um maximale Bewegungsflüssigkeit zu gewährleisten und den Scooter für Tricks vorzubereiten:</p><ol>Schmieren Sie die Gabel mit einer kleinen Menge Öl – das hilft bei flüssigeren Drehungen und Manövern. Kleben Sie das Griptape gleichmäßig auf das Deck, um perfekten Halt zu gewährleisten. Überprüfen Sie das Anziehen aller Teile mit dem mitgelieferten Schlüssel-Schraubendreher.</ol><p>Was finden Sie im Set?</p><ul>Fingerscooter Weiches Griptape zum Selbstaufkleben Universalschlüssel-Schraubendreher</ul><p>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</p></div><div class=""item item-6""></div><div class=""item item-6""><p>Für wen ist der Fingerscooter?</p><ul>Für Kinder ab 6 Jahren Anfänger und fortgeschrittene Fahrer Liebhaber von Fingerboards, Finger-BMX und aktivem Spiel</ul><p>Technische Daten:</p><ul>Material: robuster MetalllegierungAbmessungen des Finger-Scooters: 8 x 7 cmVerpackungsmaße: 18 x 13,5 x 3 cmFarbe: rot metallic</ul><p>▶️https://www.youtube.com/shorts/AgWHJPJK0Dw</p></div><div class=""item item-6""></div><div class=""item item-6""><p>Warum sollten Sie TAILWHIP®️ vertrauen?</p><ul>Zertifizierte Qualität – alle unsere Produkte erfüllen die Sicherheitsanforderungen, und Informationen zur Qualität finden Sie auf der Verpackung. Kreative Gemeinschaft – spielen Sie, entwickeln Sie Fähigkeiten und schaffen Sie unvergessliche Momente mit TAILWHIP®️</ul></div><div class=""item item-6""></div><div class=""item item-6""></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>"
"{""contentId"":""d1dbc443-49e2-4beb-897c-d2d7ddee2f55"",""fieldId"":""wix.ecom.checkout_settings.api.v1.CheckoutSettings.checkoutPolicies.returnPolicy.content"",""sequencePath"":[]}",TEXT,wix.ecom.checkout_settings.api.v1.CheckoutSettings,,
"{""contentId"":""d1dbc443-49e2-4beb-897c-d2d7ddee2f55"",""fieldId"":""wix.ecom.checkout_settings.api.v1.CheckoutSettings.checkoutPolicies.termsAndConditions.content"",""sequencePath"":[]}",TEXT,wix.ecom.checkout_settings.api.v1.CheckoutSettings,,
"{""contentId"":""d1dbc443-49e2-4beb-897c-d2d7ddee2f55"",""fieldId"":""wix.ecom.checkout_settings.api.v1.CheckoutSettings.checkoutPolicies.privacyPolicy.content"",""sequencePath"":[]}",TEXT,wix.ecom.checkout_settings.api.v1.CheckoutSettings,,
"{""contentId"":""d1dbc443-49e2-4beb-897c-d2d7ddee2f55"",""fieldId"":""wix.ecom.checkout_settings.api.v1.CheckoutSettings.checkoutPolicies.customPolicy.title"",""sequencePath"":[]}",TEXT,wix.ecom.checkout_settings.api.v1.CheckoutSettings,,
"{""contentId"":""d1dbc443-49e2-4beb-897c-d2d7ddee2f55"",""fieldId"":""wix.ecom.checkout_settings.api.v1.CheckoutSettings.checkoutPolicies.contactUs.content"",""sequencePath"":[]}",TEXT,wix.ecom.checkout_settings.api.v1.CheckoutSettings,,
"{""contentId"":""d1dbc443-49e2-4beb-897c-d2d7ddee2f55"",""fieldId"":""wix.ecom.checkout_settings.api.v1.CheckoutSettings.checkoutPolicies.digitalItemPolicy.content"",""sequencePath"":[]}",TEXT,wix.ecom.checkout_settings.api.v1.CheckoutSettings,,
"{""contentId"":""d1dbc443-49e2-4beb-897c-d2d7ddee2f55"",""fieldId"":""wix.ecom.checkout_settings.api.v1.CheckoutSettings.checkoutPolicies.customPolicy.content"",""sequencePath"":[]}",TEXT,wix.ecom.checkout_settings.api.v1.CheckoutSettings,,
"{""contentId"":""fa2db7a8-e34c-4530-ab36-4fe7eecadbef"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Zestaw Ochraniaczy do Skateboardu i Roweru TAILWHIP, czarny, rozmiar M","Schutzausrüstung-Set für Skateboard und Fahrrad TAILWHIP, schwarz, Größe M"
"{""contentId"":""fa2db7a8-e34c-4530-ab36-4fe7eecadbef"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-12""><h1>Zestaw Ochraniaczy do Skateboardu i Roweru TAILWHIP</h1></div><div class=""item item-6""></div><div class=""item item-6""><p>Ochraniacze na łokcie i kolana pochłaniają energię uderzenia podczas upadku. Nakładki stabilizujące w strefach łokci i kolan chronią przed nadmiernym rozciąganiem podczas aktywnego ruchu i uderzeń</p><p><b>Zestaw ochronny zawiera:</b></p><ul><li>nakolanniki - 2 szt.</li><li>nakolotniki - 2 szt.</li><li>ochraniacze na nadgarstki - 2 szt.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Rozmiar:</b></p><ul><li><b>M (41-60 kg):</b><p>Nakolanniki: M (46 cm)</p><p>Nakolotniki: M (34 cm)</p><p>Ochraniacze na nadgarstki: M (27,54 cm)</p><p><b>W przypadku wątpliwości co do wyboru rozmiaru, zawsze wybieraj większy, ponieważ ochrona często zakłada się na odzież.</b></p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div><div class=""item item-12""></div>","<div class=""item item-12""><h1>Schutzset für Skateboard und Fahrrad TAILWHIP</h1></div><div class=""item item-6""></div><div class=""item item-6""><p>Ellbogen- und Knieschützer absorbieren die Aufprallenergie bei einem Sturz. Stabilisierende Pads in den Ellbogen- und Kniebereichen schützen vor übermäßiger Dehnung bei aktiver Bewegung und Stößen.</p><p>Das Schutzset enthält:</p><ul>Knieschützer - 2 Stk.Ellbogenschützer - 2 Stk.Handgelenkschützer - 2 Stk.
```</ul></div><div class=""item item-6""></div><div class=""item item-6""><p>Größe:</p><ul>M (41-60 kg):Knieschützer: M (46 cm)Ellbogenschützer: M (34 cm)Handgelenkschützer: M (27,54 cm)Im Zweifelsfall bei der Größenauswahl immer die größere wählen, da der Schutz oft über der Kleidung getragen wird.</ul></div><div class=""item item-6""></div><div class=""item item-6""></div><div class=""item item-12""></div>"
